date,open,high,low,close,volume
2023-10-23,30004.14,35000,29890.89,33087.58,38363572311
2023-10-22,29925.91,30275,29670,30004.15,10446520040
2023-10-21,29684.73,30369,29475.06,29924.84,11541146996
2023-10-20,28734.51,30248,28591.85,29684.73,21536125230
2023-10-19,28326.24,28938.96,28122.57,28735.34,14448058195
2023-10-18,28408.51,28999.98,28151.6,28326.51,12724128586
2023-10-17,28520.24,28637.21,28083.19,28408.83,14872527508
2023-10-16,27186.13,30000,27135.92,28520.24,27833876539
2023-10-15,26851.71,27301.37,26806.06,27186.13,7098201980
2023-10-14,26863.54,26988.12,26797,26851.71,5388116782
2023-10-13,26752.06,27122.24,26662.62,26863.53,15165312851
2023-10-12,26867.97,26939.55,26537.72,26750.51,9392909295
2023-10-11,27393.28,27478.61,26521.32,26869.19,13648094333
2023-10-10,27596.67,27739.94,27291.81,27393.29,9973350678
2023-10-09,27933.54,28003.7,27268.63,27596.67,12007668568
2023-10-08,27976.44,28109.94,27708.6,27933.55,7916875290
2023-10-07,27945.17,28040.84,27861.2,27976.43,6553044316
2023-10-06,27413.15,28288.88,27173.41,27945.17,13492391599
2023-10-05,27786.12,28140,27358.05,27412.96,11877253670
2023-10-04,27428.96,27842.38,27208.65,27786.75,11143355314
2023-10-03,27504.03,27672.12,27160.47,27428.96,11407814187
2023-10-02,27995.46,28613.37,27302.3,27504.04,19793041322
2023-10-01,26961,28062.62,26955.25,27995.46,9503917434
2023-09-30,26905.57,27097.25,26884.86,26961,5331172801
2023-09-29,27027.44,27238.9,26661.71,26907,10396435377
2023-09-28,26357.56,27313.86,26321.37,27027.14,14079002707
2023-09-27,26208.43,26830,26088.37,26357.62,11718380997
2023-09-26,26296.07,26397.59,26080,26208.44,9985498161
2023-09-25,26248.17,26444.95,25983.78,26296.08,11997833257
2023-09-24,26579.59,26731.1,26118.86,26250.24,8192867686
2023-09-23,26578.4,26638.58,26513,26579.6,7404700301
2023-09-22,26564.54,26742.86,26467.94,26578.4,10578746709
2023-09-21,27122.65,27163.48,26359.7,26564.54,13371443708
2023-09-20,27216.52,27393.78,26798.98,27123.94,13281116604
2023-09-19,26764.03,27500,26666.93,27216.13,13807690550
2023-09-18,26530.96,27427.34,26382.13,26764.49,15615339655
2023-09-17,26569.69,26626.49,26405.04,26530.95,6774210670
2023-09-16,26601.71,26777,26453.32,26569.69,7402031417
2023-09-15,26532.5,26892.65,26213.96,26602.42,11479735788
2023-09-14,26227.16,26869.06,26128.25,26532.76,13811359124
2023-09-13,25839.95,26413.59,25763.43,26226.65,13072077070
2023-09-12,25152.13,26556.91,25120.76,25840.61,18657279324
2023-09-11,25831.77,25891.6,24900,25152.14,14600006467
2023-09-10,25897.82,26023.89,25578.01,25831.76,7899553047
2023-09-09,25906.33,25942.69,25791.45,25897.82,5481314132
2023-09-08,26276.38,26460.41,25640.1,25906.34,10817356400
2023-09-07,25747.63,26440.55,25595.8,26276.3,11088307100
2023-09-06,25782.49,26025.78,25358,25747.63,12752705327
2023-09-05,25816.14,25884.04,25551.36,25783.91,11094740040
2023-09-04,25969.83,26093.07,25627,25816.13,10680635106
2023-09-03,25867.82,26123,25792.29,25969.83,8962524523
2023-09-02,25795.61,25982.48,25707.3,25867.83,10100387473
2023-09-01,25931.51,26142.28,25307.37,25794.88,17202862221
2023-08-31,27306.06,27576.99,25660.61,25932.45,20181001451
2023-08-30,27717.15,27775,27015.75,27306.06,16343655235
2023-08-29,26101.03,28184.89,25903.18,27717.98,29368391712
2023-08-28,26091.16,26232.88,25850,26101.04,11002805166
2023-08-27,26009.62,26171.87,25961.81,26091.16,6913768611
2023-08-26,26049.4,26115.44,25971.44,26009.61,6034817316
2023-08-25,26163.49,26294.53,25750,26049.39,12406045118
2023-08-24,26427.73,26567.38,25850,26163.49,12871532023
2023-08-23,26041.94,26818.28,25796.47,26427.54,16985265785
2023-08-22,26125.16,26137.99,25350,26042.11,14503820706
2023-08-21,26189.36,26260.25,25814,26125.18,13371557893
2023-08-20,26096.4,26296.78,25975.01,26189.14,9036580420
2023-08-19,26048.9,26269.11,25793.11,26096.42,10631443812
2023-08-18,26627.21,26834.37,25610,26048.89,24026236529
2023-08-17,28700.51,28751.84,25234.76,26627.57,31120851211
2023-08-16,29170.13,29231.92,28690.37,28700.51,14949271904
2023-08-15,29405.49,29464.62,29046.58,29170.14,12640195779
2023-08-14,29275.78,29665.27,29072.96,29405.49,14013695304
2023-08-13,29417.19,29447.6,29247.15,29275.94,7329897180
2023-08-12,29400.45,29477.31,29349.98,29416.96,6194358008
2023-08-11,29424.04,29534.14,29213.59,29400.45,10195168197
2023-08-10,29562.76,29709.38,29306,29424.03,11865344789
2023-08-09,29770.01,30128.88,29344.16,29562.76,18379521213
2023-08-08,29179.28,30222,29104.65,29770.01,17570561357
2023-08-07,29040.01,29246,28660.53,29179.21,13618163710
2023-08-06,29047.33,29163.24,28955,29040.01,7269806994
2023-08-05,29077.04,29111.87,28946.17,29047.12,6598366353
2023-08-04,29174.84,29312.28,28747.1,29076.48,12036639988
2023-08-03,29163.87,29399.97,28938.93,29174.18,12780357746
2023-08-02,29699.25,30033,28903.79,29164.22,19212655598
2023-08-01,29230.61,29726.73,28477,29697.27,18272392391
2023-07-31,29280.41,29526.99,29102.65,29230.67,11656781982
2023-07-30,29356.65,29450,29033,29281.39,8678454527
2023-07-29,29316.05,29411.09,29253.44,29355.71,6481775959
2023-07-28,29214.93,29532.45,29115.32,29316.15,11218474952
2023-07-27,29350.88,29571.42,29075,29214.92,10770779217
2023-07-26,29225.11,29686.41,29089.54,29353.23,13497554655
2023-07-25,29176.98,29376.51,29046,29225.14,10266772793
2023-07-24,30081.61,30099.99,28850,29176.98,15395817395
2023-07-23,29793.62,30350.7,29733.55,30081.61,9220145050
2023-07-22,29907.15,30002.38,29626.86,29795.03,7873300598
2023-07-21,29809.13,30060.28,29729.48,29907.98,10972789818
2023-07-20,29916.69,30421.29,29564.19,29809.13,14655207121
2023-07-19,29861.92,30196.24,29757.44,29916.72,12128602812
2023-07-18,30143.08,30249.3,29525,29861.93,13138897269
2023-07-17,30247.56,30345.45,29668.58,30143.08,13240156074
2023-07-16,30302.01,30457.03,30075.93,30247.64,8516564470
2023-07-15,30330.93,30406.27,30254.67,30301.65,8011667756
2023-07-14,31471.83,31645.66,29920.31,30330.52,20917902660
2023-07-13,30383.26,31862.21,30250.73,31471.83,23686079548
2023-07-12,30624.65,31000,30200,30381.81,14805659717
2023-07-11,30419.89,30811.65,30304.45,30626.55,12151839152
2023-07-10,30168.26,31055.75,29955,30419.89,14828209155
2023-07-09,30291.69,30451.78,30066.95,30168.38,7903327692
2023-07-08,30350.35,30388.91,30047.78,30291.69,7509378699
2023-07-07,29895.6,30456,29715.87,30352.08,13384770155
2023-07-06,30499.27,31525.1,29850,29899.38,21129219509
2023-07-05,30772.93,30882.95,30189.56,30499.27,12481622280
2023-07-04,31162.71,31333,30628.3,30771.25,12810828427
2023-07-03,30613.57,31399.08,30569,31161.8,15271884873
2023-07-02,30587.22,30791.75,30165.39,30613.51,10533418042
2023-07-01,30466.73,30659.33,30312.8,30587.21,9086606733
2023-06-30,30445.67,31277,29417.14,30466.72,26387306197
2023-06-29,30074.93,30838,30036.18,30446.47,13180860821
2023-06-28,30696.06,30716.93,29840,30074.94,14571500779
2023-06-27,30272.24,31020.54,30228.44,30697.38,16428827944
2023-06-26,30480.24,30662.66,29900,30272.18,16493186997
2023-06-25,30547.3,31057.86,30288.33,30480.24,12703464114
2023-06-24,30709.59,30815.92,30265.88,30547.18,12147822496
2023-06-23,29886.25,31443.67,29802.65,30707.61,24115570085
2023-06-22,29999.85,30513.25,29539.57,29886.31,20653160491
2023-06-21,28320.41,30800,28271.67,29995.08,33346760979
2023-06-20,26839.04,28417.11,26637.41,28320.43,22211859147
2023-06-19,26336.46,27040.64,26250,26837.78,12826986222
2023-06-18,26507.97,26693.11,26245.27,26336.46,9565695129
2023-06-17,26329.6,26783.2,26165.98,26506.56,11090276850
2023-06-16,25569.99,26486.56,25143.24,26329.6,16324646965
2023-06-15,25123.41,25749.99,24750,25569.99,15837384409
2023-06-14,25929.35,26090,24821,25123.34,14265717766
2023-06-13,25905.99,26435.81,25710.78,25930.23,14143474486
2023-06-12,25936.98,26108.64,25616.98,25905.82,11677889997
2023-06-11,25856.1,26219.1,25648,25937.02,10732609603
2023-06-10,26482.8,26534.95,25385.52,25856.1,19872933189
2023-06-09,26505.71,26780.4,26283.5,26482.81,11015551640
2023-06-08,26347.09,26820.3,26212.63,26508.32,11904824295
2023-06-07,27243.45,27402.79,26121.06,26346.41,19530045082
2023-06-06,25741.5,27368.67,25351.92,27243.63,21929670693
2023-06-05,27122.03,27137.75,25391.43,25741.5,21513292646
2023-06-04,27078.27,27466.83,26958.98,27122.04,9360912318
2023-06-03,27252.67,27341.13,26923.35,27077.6,8385597470
2023-06-02,26827.73,27307.44,26508,27250.69,14837415000
2023-06-01,27221.54,27360.31,26615,26828.42,14678970415
2023-05-31,27700.68,27844.89,26842.94,27223.08,15656371534
2023-05-30,27744.81,28057.23,27555,27700.15,13251081851
2023-05-29,28070.04,28473.93,27534.81,27744.82,15181308984
2023-05-28,26870.13,28277.56,26780.11,28070.04,14545229578
2023-05-27,26711.56,26943.6,26559.96,26867.99,7892015141
2023-05-26,26479.15,26950,26334.33,26714.86,12711619225
2023-05-25,26321.42,26625.93,25864.35,26479.06,13851122697
2023-05-24,27222.86,27225,26070.04,26321.4,16299104428
2023-05-23,26854.09,27500,26803.46,27223.22,13697203143
2023-05-22,26751,27105.63,26536.99,26854.73,11056770492
2023-05-21,27113.97,27288.02,26667.63,26752.65,8647416921
2023-05-20,26890.27,27178.99,26836.21,27113.61,7044911360
2023-05-19,26819.64,27190.35,26632.73,26890.27,11258983301
2023-05-18,27407.76,27487.71,26361.52,26820.49,15222938600
2023-05-17,27037.72,27516.58,26543.87,27407.77,15140006925
2023-05-16,27165.26,27302.99,26860.12,27037.68,12732238816
2023-05-15,26929.98,27678.73,26740.95,27171.13,14413231792
2023-05-14,26786.99,27221.51,26581.52,26929.98,10014858959
2023-05-13,26808.8,27060.24,26700,26789.48,9999171605
2023-05-12,26986.79,27099.21,25810,26808.84,19313599897
2023-05-11,27621.5,27649.85,26702,26986.56,16724343943
2023-05-10,27647.29,28334.75,26800,27624.01,20656025026
2023-05-09,27693.24,27833.64,27367.01,27647.29,14128593256
2023-05-08,28472.68,28676.38,27279.66,27695.06,19122903752
2023-05-07,28901.3,29189.71,28429.12,28474.53,11301355486
2023-05-06,29538.87,29850,28394,28902.66,15913866714
2023-05-05,28857.88,29706.57,28810,29536.76,17936566518
2023-05-04,29039.36,29383.5,28674.58,28857.23,15548678514
2023-05-03,28683.41,29276.12,28122,29038.75,19122972518
2023-05-02,28077.44,28899.99,27871.44,28684.4,16432924527
2023-05-01,29240.49,29348.6,27664.31,28077.27,18655599976
2023-04-30,29249.24,29969.99,29095.92,29247.14,14652199272
2023-04-29,29339.47,29470,29057.3,29249.35,10662634333
2023-04-28,29486.97,29606.45,28900,29338.63,17544464887
2023-04-27,28428.86,29900,28387.07,29483.72,27153445027
2023-04-26,28304.42,30050.66,27230.77,28426.08,31854242019
2023-04-25,27513.85,28400,27194.51,28304.42,17733373139
2023-04-24,27592.7,28000,26965.14,27515.05,17703288330
2023-04-23,27820.99,27820.99,27333.2,27592.98,12785446832
2023-04-22,27252.96,27887.78,27133,27821.41,13125734602
2023-04-21,28248.18,28371.88,27133,27253.85,20759504330
2023-04-20,28809.71,29102.69,27991.32,28248.18,21340360360
2023-04-19,30394.5,30430.72,28595.28,28809.72,24571565421
2023-04-18,29449.91,30500,29103.89,30393.4,19480529496
2023-04-17,30321.41,30340.21,29251.71,29449.91,17872186762
2023-04-16,30325.07,30572.1,30148.28,30326.09,12854816417
2023-04-15,30492.91,30622.38,30231.76,30324.11,11940685378
2023-04-14,30410.03,31050,30000,30492.92,22659995079
2023-04-13,29912.2,30627.05,29878.08,30406.78,17487721001
2023-04-12,30227.18,30517,29675,29912.2,18651929926
2023-04-11,29657.7,30584.58,29612.3,30227.19,20121259843
2023-04-10,28342.28,29794.47,28162.49,29660.41,19282400094
2023-04-09,27958.19,28547.67,27814,28340.99,12175322951
2023-04-08,27930.12,28175.89,27881.01,27958.81,9373255556
2023-04-07,28052.74,28120.71,27790.21,27931.94,10861680497
2023-04-06,28175.27,28199.11,27716.77,28053.46,13837809380
2023-04-05,28178.66,28799.99,27817.32,28175.37,17052315986
2023-04-04,27809.55,28450,27670.24,28179.64,15284538859
2023-04-03,28188.34,28525,27227.61,27811.77,19556501327
2023-04-02,28471.03,28544.21,27862.69,28188.34,12284641999
2023-04-01,28475.41,28826.45,28223.76,28471.46,10876469901
2023-03-31,28034.88,28650.2,27512.97,28474.4,19001327598
2023-03-30,28359.54,29190.04,27693.7,28035.48,22435349951
2023-03-29,27274.18,28654.06,27255.42,28359.54,20684945906
2023-03-28,27142.85,27519.99,26640,27274.15,17783600385
2023-03-27,27995.27,28053.26,26525,27142.87,18188895178
2023-03-26,27489.56,28230.32,27445.04,27992.9,13878363192
2023-03-25,27489.24,27818.67,27184.78,27488.18,13383005987
2023-03-24,28352.95,28433.34,27027.88,27489.24,25980310960
2023-03-23,27324.05,28839.68,27189.19,28352.94,24220433689
2023-03-22,28201.22,28937.73,26678.16,27325.15,33382021890
2023-03-21,27822.85,28605.32,27414.77,28207.33,36102192830
2023-03-20,28058.15,28578.63,27218.36,27823.32,44774027664
2023-03-19,26980.35,28478,26904,28054.46,37769448859
2023-03-18,27453.75,27780,26652.45,26980.35,35723036817
2023-03-17,25052.11,27834.54,24946.86,27453.62,50730261335
2023-03-16,24377.16,25235.28,24207.54,25051.85,33866061747
2023-03-15,24761.61,25300,23931.01,24377.16,43655701450
2023-03-14,24220,26553.9,24052,24762.65,54622230164
2023-03-13,22216.02,24710,21882.63,24220,49466362688
2023-03-12,20619.34,22276.69,20446.24,22219.08,29279035521
2023-03-11,20230.07,20964.5,19900.5,20620.54,30180288176
2023-03-10,20366.97,20369.78,19568.52,20230.08,39578257695
2023-03-09,21699.41,21825.53,20050,20367.01,30364664171
2023-03-08,22198.09,22281.55,21580.84,21698.37,22536575684
2023-03-07,22410.13,22557.03,21932.74,22198.48,22765452204
2023-03-06,22431.99,22599.99,22264.73,22410.31,17353192895
2023-03-05,22349.74,22654.64,22195.13,22432.69,13317001733
2023-03-04,22358.18,22409.82,22150.71,22350.95,11166012913
2023-03-03,23468.79,23477.28,21988.02,22358.18,26062404610
2023-03-02,23632.12,23798.62,23196.09,23468.24,20386398516
2023-03-01,23144.37,23999.99,23025.17,23631.52,24662841200
2023-02-28,23490.01,23597.98,23027.24,23145.32,20535363434
2023-02-27,23556.83,23895.51,23109.06,23489.52,22660763494
2023-02-26,23159.71,23689.77,23052.78,23556.83,16644534842
2023-02-25,23186.88,23220.56,22716.47,23159.71,16100721565
2023-02-24,23943.32,24132.67,22520,23186.88,26811744928
2023-02-23,24184.9,24600.95,23612.59,23943.32,30476264066
2023-02-22,24454.08,24480,23581.64,24184.44,30199996781
2023-02-21,24844.21,25288.88,24153.96,24454.43,31252098714
2023-02-20,24278.81,25128.11,23841.08,24844.97,28987376573
2023-02-19,24635.85,25200,24192.7,24281.31,25555105670
2023-02-18,24577.6,24879.33,24407.67,24636.23,19625427158
2023-02-17,23516.95,25025,23344.12,24577.6,41358451255
2023-02-16,24326.95,25256.83,23510.73,23516.15,39316664596
2023-02-15,22206.26,24386.5,22054.17,24329.04,32483312909
2023-02-14,21789,22331.76,21545.67,22206.27,26792596581
2023-02-13,21789.79,21903.03,21366.45,21789.14,23918742607
2023-02-12,21863.73,22091.88,21631,21789.8,17821046406
2023-02-11,21628.97,21904,21605.35,21863.73,16356226232
2023-02-10,21800.62,21942.41,21467.43,21628.97,27078406594
2023-02-09,22963.91,23011.18,21700,21800.63,32572572185
2023-02-08,23244.64,23451.01,22669.09,22964.38,25371367758
2023-02-07,22763.42,23348.73,22748.11,23244.67,27187964471
2023-02-06,22936.34,23163.05,22637.51,22764.07,23825006542
2023-02-05,23329.47,23433.2,22758.01,22936.34,19564262605
2023-02-04,23433.47,23589.67,23257.71,23328.87,15639298538
2023-02-03,23497.29,23720,23208.01,23433.54,27083066007
2023-02-02,23735.97,24262.18,23367.87,23493.84,32066936882
2023-02-01,23127.15,23813.57,22760,23735.97,26683255504
2023-01-31,22836.03,23313.23,22719.68,23128.86,22837828665
2023-01-30,23744.34,23802.99,22500,22836.03,27205595568
2023-01-29,23029.56,23966,22974.75,23745.8,27423687259
2023-01-28,23084.38,23196.99,22884,23028.95,14712928379
2023-01-27,23011.37,23511.9,22540.76,23084.4,25383335641
2023-01-26,23062.36,23287.38,22853.61,23010.47,26357839322
2023-01-25,22636.19,23824.66,22326.24,23062.36,30685366709
2023-01-24,22920.67,23165.56,22460.17,22636.17,26405069715
2023-01-23,22714.81,23180.55,22500.01,22920.29,26518700512
2023-01-22,22789.34,23082.82,22298.15,22714.87,24746386230
2023-01-21,22671.09,23375.6,22432.45,22789.37,32442278429
2023-01-20,21084.05,22754.73,20865.64,22669.81,28799154319
2023-01-19,20674.03,21197,20656.52,21084.22,21152848261
2023-01-18,21135.01,21650.21,20370.01,20674.29,30005625418
2023-01-17,21191.46,21595,20844.73,21136.33,24999983362
2023-01-16,20879.67,21465.62,20611.45,21187.5,26792494050
2023-01-15,20956.2,21057.3,20560.16,20879.7,19298407543
2023-01-14,19934.07,21321.98,19893.25,20957.02,38967784639
2023-01-13,18847.77,20000,18714.8,19934.88,29225029694
2023-01-12,17944.15,19115.85,17904.83,18847.75,34971338710
2023-01-11,17443.5,17998,17315.08,17944.27,18372283782
2023-01-10,17177.94,17494.37,17145.1,17443.5,15808338949
2023-01-09,17125.17,17396.25,17102.97,17177.98,18624736866
2023-01-08,16942.37,17167.52,16910.41,17125.18,9768827914
2023-01-07,16948,16977.76,16903.58,16942.37,7714767174
2023-01-06,16825.53,17027.11,16670.82,16948.06,14413662913
2023-01-05,16844.4,16872.13,16750.07,16825.69,13692758566
2023-01-04,16668.95,16988,16645.87,16844.42,18421743322
2023-01-03,16666.86,16772.3,16600,16669.47,13903079207
2023-01-02,16611.9,16789.99,16542.52,16666.95,12097775227
2023-01-01,16531.83,16621,16490,16611.58,9244361700
2024-12-31,92620.7,96148.94,91887.13,93354.22,50042484821
2024-12-30,93563.35,94910.48,91271.19,92620.71,56188003691
2024-12-29,95125.59,95170.06,92841.48,93563.35,29635885267
2024-12-28,94171.7,95534.17,94002.72,95130.82,38346736593
2024-12-27,95669.4,97340.47,93234.31,94171.89,52419934565
2024-12-26,99358.67,99887,95083.93,95669.49,47422386176
2024-12-25,98594.47,99484.92,97557.48,99346.28,33700394629
2024-12-24,94767.88,99444,93426.25,98594.47,52563045075
2024-12-23,95091.15,96430.08,92360.91,94764.56,65239002919
2024-12-22,97230.09,97387.98,94182.98,95087.75,43147981314
2024-12-21,97762.75,99596.57,96368,97230.08,53545730048
2024-12-20,97372.2,98132.47,92115.66,97765,128578940013
2024-12-19,100148.6,102796.22,95539.67,97372.21,105166350593
2024-12-18,106145.83,106528.13,99939.82,100150.73,105110113505
2024-12-17,106099.98,108388.88,105337.97,106136.99,70144425530
2024-12-16,104445.15,107857.79,103289.21,106099.81,97031643136
2024-12-15,101400,105100,101221.34,104447.76,60694236048
2024-12-14,101428.74,102650,100600,101399.99,57141245105
2024-12-13,100024.75,101959.13,99220.81,101428.75,80057402365
2024-12-12,101211.61,102595,99298.39,100030.47,106712711730
2024-12-11,96660.75,101984.98,95722.79,101202.11,118899251374
2024-12-10,97330.66,98338.17,94273.38,96660.76,151176546597
2024-12-09,101175,101290.73,94220.8,97324.81,110676473908
2024-12-08,99919.2,101435.05,98729.66,101174.99,54302190354
2024-12-07,99885.37,100583.27,99012.73,99929.32,73723337529
2024-12-06,97049.47,102104.12,96424.2,99891.35,158514218872
2024-12-05,98746.24,104000,92055.86,97044.23,181061502060
2024-12-04,95924.85,99263.2,94634.85,98746.24,77199817112
2024-12-03,95862.89,96310.1,93571.3,95924.52,88035654892
2024-12-02,97259.17,98200,94400.63,95862.89,74916061117
2024-12-01,96464.95,97895.9,95753.42,97263.18,42778652309
2024-11-30,97489.8,97509.6,96129.73,96465.42,55906217913
2024-11-29,95665.53,98750,95383.46,97490.56,72427308590
2024-11-28,95951.19,96676.31,94671.59,95665.53,78283541901
2024-11-27,91929.53,97386.06,91747.46,95951.19,81245831254
2024-11-26,93001.48,95004.92,90682.58,91929.54,114482253349
2024-11-25,98032.06,98999,92534.93,93000.01,80909462490
2024-11-24,97778.78,98700,95780.77,98028.18,51712020623
2024-11-23,99024.03,99044.11,97215.01,97778.77,68311638016
2024-11-22,98439.1,99860,97209.52,99024.03,97077885312
2024-11-21,94384.15,99073.53,94127.2,98439.09,124373200598
2024-11-20,92445.04,94989.99,91600,94393.15,86071937426
2024-11-19,90521.32,94105.84,90403.24,92435.89,85704820976
2024-11-18,89877.11,92674.8,89372.65,90520.3,76100468736
2024-11-17,90638.54,91439.82,88713.64,89886.69,46350159305
2024-11-16,91058.36,91820.73,90069.21,90636.24,57151744241
2024-11-15,87338.96,91934.62,87100.83,91058.36,88363252858
2024-11-14,90499.4,91831.25,86672.07,87340.4,104539969708
2024-11-13,88035.43,93495,86220.5,90493.82,123559027869
2024-11-12,88770.74,90100,85010,88035.43,156465075982
2024-11-11,80427.69,89666,80277.34,88770.73,117966845037
2024-11-10,76716.06,81534.28,76535.33,80428.92,82570594495
2024-11-09,76566.72,76952.67,75758.58,76716.06,31882815737
2024-11-08,75925,77312.18,75654.26,76566.73,63599844153
2024-11-07,75646.55,76999,74463.96,75920,66508891961
2024-11-06,69380.64,76509.56,69285.82,75646.55,132396331692
2024-11-05,67810.15,70557.67,67427.53,69380.73,53207182798
2024-11-04,68736.4,69453.94,66783.77,67807.48,41184819348
2024-11-03,69360.95,69364.65,67444,68738.18,34868307655
2024-11-02,69466.64,69891.92,69000,69358.94,21070371617
2024-11-01,70198.02,71620,68720,69467.29,57261403461
2024-10-31,72322.91,72684.02,69559.33,70197.83,45495666731
2024-10-30,72724.35,72948.6,71400.01,72322.91,51615944773
2024-10-29,69924.49,73624.98,69705.76,72724.35,58541874402
2024-10-28,67943.18,70235.98,67532.48,69924.5,38799856657
2024-10-27,67008.15,68261.37,66836.78,67943.19,16721307878
2024-10-26,66564.51,67365.18,66331.95,67012.56,29872415253
2024-10-25,68156.84,68742.38,65500.01,66564.51,41469984306
2024-10-24,66601.1,68800,66445.32,68156.84,36844388844
2024-10-23,67389.7,67415.65,65149.51,66601.11,32263980353
2024-10-22,67346.15,67800,66535,67380.08,35451787241
2024-10-21,69014.87,69498,66802,67346.15,40191791104
2024-10-20,68363.73,69380,68083.18,69014.86,18975847518
2024-10-19,68426.11,68689.29,68005.83,68363.73,15373316429
2024-10-18,67399.86,69000.62,67149.24,68426.11,39138190966
2024-10-17,67608.45,67926.99,66629.97,67402.33,35069030008
2024-10-16,67056.62,68399,66743,67608.44,56772119737
2024-10-15,66065.64,67944.76,64778.44,67056.6,49611366081
2024-10-14,62847.89,66500,62426.67,66065.65,43706958056
2024-10-13,63183.08,63270.18,62033,62845.3,18177529690
2024-10-12,62518.75,63474.25,62464.15,63187.47,24201669911
2024-10-11,60279.53,63416.7,60029.98,62518.75,31396709376
2024-10-10,60578.28,61271.59,58863.9,60279.53,30967523328
