date,open,high,low,close,volume
2020-11-22,18721.21,18773.56,17610.77,18437.66,41280434226
2020-11-21,18677.84,18980,18350,18721.21,39650210707
2020-11-20,17821.92,18830.3,17764.76,18675.25,36992873940
2020-11-19,17790.18,18193.29,17356,17821.58,36985055355
2020-11-18,17679.86,18488,17205.02,17782.91,49064800278
2020-11-17,16726.49,17880,16575.42,17679.36,39006849170
2020-11-16,15970,16892,15879,16726.64,31526766675
2020-11-15,16082.01,16175.6,15796.09,15966.89,23653867583
2020-11-14,16339.56,16339.6,15708.24,16082.01,27481710135
2020-11-13,16310.81,16491.92,15975,16339.56,31599492172
2020-11-12,15705.79,16370.89,15446.82,16310.81,34175758344
2020-11-11,15315.46,16000,15293.04,15705.79,29772374934
2020-11-10,15342.1,15481.06,15090.08,15315.03,25574938143
2020-11-09,15482.89,15856.9,14817.14,15342.25,34149115566
2020-11-08,14834.09,15666,14721.9,15482.9,26632075029
2020-11-07,15599.95,15779.24,14310,14834.09,35024953706
2020-11-06,15608.06,15977.67,15190.36,15599.95,39837841971
2020-11-05,14165.86,15775,14115,15608.21,40856321439
2020-11-04,14034.35,14273.6,13530.01,14161.48,35116364962
2020-11-03,13563.22,14081.45,13290,14035.8,29869951617
2020-11-02,13771.7,13840,13215,13563.22,30771455468
2020-11-01,13803.69,13906.74,13630.05,13771.59,24453857900
2020-10-31,13571.51,14098.92,13424.73,13804.81,30306464719
2020-10-30,13460,13687.82,13131.31,13571.51,30581485201
2020-10-29,13281.06,13650,12976.29,13460,56499499598
2020-10-28,13740.85,13863.87,12891.57,13281.05,35867318895
2020-10-27,13068.79,13793.72,13061.28,13698.18,33749878156
2020-10-26,13045.02,13250,12785,13068.79,29461458313
2020-10-25,13126.34,13361,12890.76,13045,24406920575
2020-10-24,12938,13175,12884.31,13126.24,24542317940
2020-10-23,12988.2,13037,12722.72,12937.09,28974975003
2020-10-22,12808.01,13200,12698.02,12987.02,34729759598
2020-10-21,11923.07,13250.04,11900.01,12808,43414712626
2020-10-20,11760.45,12050,11685,11923.83,30915821592
2020-10-19,11514.2,11833,11416.04,11760.45,23860769928
2020-10-18,11367.9,11523,11350.37,11514.2,18283314340
2020-10-17,11328.27,11421,11264.75,11367.89,19130430174
2020-10-16,11509.31,11550.01,11201,11328.95,25635480772
2020-10-15,11427.7,11641.38,11263.15,11509.34,24487233058
2020-10-14,11428.22,11556.37,11290.83,11427.7,24103426719
2020-10-13,11535.46,11561.45,11312.59,11428.22,24241420251
2020-10-12,11374.01,11736.02,11187.6,11535.46,26163972642
2020-10-11,11299.52,11444.25,11276.28,11374.01,19968627060
2020-10-10,11057.07,11498.98,11055.75,11299.5,22877978588
2020-10-09,10932.44,11111.11,10834.49,11057.07,22799117613
2020-10-08,10670.47,10963.16,10532.11,10933.09,63314794397
2020-10-07,10601.2,10683.75,10546.78,10670.47,37799458436
2020-10-06,10796.97,10800,10524,10602.66,42623695307
2020-10-05,10670.01,10800,10621.12,10795,47537578009
2020-10-04,10550.32,10697,10521.87,10671.11,71251776995
2020-10-03,10573.12,10606.36,10498.02,10551.65,44660271563
2020-10-02,10616.35,10668.56,10363.76,10573.12,48661453918
2020-10-01,10779.63,10931.98,10427.75,10617.63,40023134100
2020-09-30,10839.98,10847,10657.04,10779.63,44171073700
2020-09-29,10694.9,10860.79,10636.13,10840.73,46582396602
2020-09-28,10779,10956.11,10621.22,10695.55,47762394731
2020-09-27,10730,10806.32,10595.24,10778.2,53745972818
2020-09-26,10690.53,10828,10654.58,10730,46852525493
2020-09-25,10740,10765.07,10551,10690.53,39348590957
2020-09-24,10237.41,10795.87,10192.56,10740.01,47144380902
2020-09-23,10531.13,10541.25,10135.22,10235.1,23788661867
2020-09-22,10416.83,10576.82,10355,10531.13,23621787804
2020-09-21,10920.94,10994,10180,10416.82,28884999244
2020-09-20,11081.09,11081.37,10759.37,10920.89,24699523788
2020-09-19,10937.5,11179.9,10891.78,11080,22764204008
2020-09-18,10943.99,11039.88,10813,10937.52,26341903912
2020-09-17,10957.06,11044,10735.55,10943.61,38151810523
2020-09-16,10783.36,11099.95,10662.02,10959.61,30769986455
2020-09-15,10678.41,10950,10613.18,10783.75,32509451925
2020-09-14,10336.76,10760.62,10253,10679.95,35453581940
2020-09-13,10446.52,10582.36,10211,10336.76,36506852789
2020-09-12,10394.41,10483.23,10276.19,10446.52,36750077324
2020-09-11,10344.24,10411.44,10200,10394.41,45201121775
2020-09-10,10224.56,10489,10216.41,10343.23,54406443211
2020-09-09,10126.41,10349.99,9983.34,10224.56,24128292755
2020-09-08,10375,10440.91,9819.83,10125.69,33430927462
2020-09-07,10258.67,10410.9,9880,10375,33703098409
2020-09-06,10169.58,10358.88,10000,10257.86,37071460174
2020-09-05,10500.05,10564.8,9813,10168.36,44916565292
2020-09-04,10172.13,10638.34,9895.22,10500.05,29965130374
2020-09-03,11395.49,11474.99,10005,10172.52,31927261555
2020-09-02,11924.22,11950,11160,11395.48,28037405299
2020-09-01,11655,12086,11525.09,11924.22,27311555343
2020-08-31,11716,11784.66,11576,11655,22285928250
2020-08-30,11474.3,11720,11463.87,11716.01,19760127945
2020-08-29,11535,11580,11422.21,11474.31,17485597759
2020-08-28,11330.56,11550.51,11282.09,11535,19807127588
2020-08-27,11463.27,11597.92,11125,11330.06,23240415076
2020-08-26,11324.92,11539.99,11254.89,11463.27,22466660958
2020-08-25,11753.26,11769.76,11102.73,11324.92,26301509932
2020-08-24,11650.01,11823.62,11592.91,11753.85,20681511755
2020-08-23,11672.92,11715,11525.62,11650.01,18482062658
2020-08-22,11529.99,11693.16,11370,11672.93,20224191306
2020-08-21,11864.26,11884.99,11480,11529.22,23762425999
2020-08-20,11758.87,11892.16,11671.48,11864.26,20175242945
2020-08-19,11954.22,12024.83,11569,11758.87,24502851117
2020-08-18,12303.98,12400,11825,11950,26043227672
2020-08-17,11918.84,12486.61,11775,12304.26,28227687027
2020-08-16,11860.02,11940,11686.53,11918.84,20583375490
2020-08-15,11777.5,11989.98,11688,11859.24,23354924400
2020-08-14,11795.95,11865.97,11651.24,11779,24237958589
2020-08-13,11566.44,11802.09,11274.14,11795.95,27522199497
2020-08-12,11388.88,11625,11148.54,11566.45,25064548486
2020-08-11,11899.87,11943,11120,11388.53,27039782640
2020-08-10,11688.25,12086.22,11470.01,11899.73,26114112569
2020-08-09,11773.24,11810.24,11532.04,11688.48,17489608833
2020-08-08,11606.52,11818.18,11529.45,11774.98,17572057837
2020-08-07,11773.89,11920,11350,11606.52,23132312867
2020-08-06,11756.75,11916.68,11580.19,11773.89,23400740340
2020-08-05,11197.05,11798.87,11073.7,11756.75,24411254471
2020-08-04,11233.16,11417.11,11006.16,11197.04,21250197042
2020-08-03,11067.46,11486.6,10911.74,11233.13,20271713443
2020-08-02,11810.07,12134.29,10546.15,11068.54,27410067336
2020-08-01,11351.61,11888,11237.82,11810.07,26075670303
2020-07-31,11115.99,11460,10975,11351.62,23160469766
2020-07-30,11108.16,11188.65,10811,11115.95,22857247901
2020-07-29,10934.22,11350,10843.47,11110.12,24617249715
2020-07-28,11048.05,11259,10575,10934.23,28766551142
2020-07-27,9941,11420,9935,11048.91,35359749590
2020-07-26,9711.79,10150,9661.35,9941,20507998997
2020-07-25,9551.21,9747.76,9536.64,9711.33,16610070933
2020-07-24,9613.24,9645.55,9475.7,9551.21,16552768325
2020-07-23,9536.2,9686,9450.04,9613.24,18146399002
2020-07-22,9394.14,9567.77,9277,9536.18,16532254884
2020-07-21,9161.05,9438,9157.04,9394.14,18069581956
2020-07-20,9214.01,9223.51,9131,9161.05,13755604146
2020-07-19,9175.83,9245.03,9105.37,9212.87,12939002784
2020-07-18,9154.29,9210,9122.65,9175.85,12252601475
2020-07-17,9130.93,9182.99,9054.99,9154.29,13944570749
2020-07-16,9190.8,9216.02,9005,9130.11,15713967523
2020-07-15,9256.94,9273.98,9154.01,9190.16,15844731575
2020-07-14,9236.91,9280,9100,9256.94,18085038362
2020-07-13,9303.38,9339.61,9193.52,9236.92,17519821266
2020-07-12,9235,9347.53,9159.33,9303.37,14452361907
2020-07-11,9291.04,9303.04,9182.35,9235,13249910444
2020-07-10,9236.95,9322.23,9118,9291.05,16860035605
2020-07-09,9435.28,9446.62,9154.79,9236.95,18000702524
2020-07-08,9253.94,9475,9232.2,9435.28,19702359883
2020-07-07,9343.31,9379.34,9201.57,9253.94,13839652595
2020-07-06,9074.37,9375.9,9061.59,9343.31,17889263252
2020-07-05,9138.51,9145,8905.84,9074.39,12903406143
2020-07-04,9059.73,9195.84,9039.84,9138.51,12290528515
2020-07-03,9091.98,9126.12,9036.74,9063.87,13078970999
2020-07-02,9239.41,9265,8938,9091.53,16338916796
2020-07-01,9135.91,9297.2,9088,9239.97,15971550355
2020-06-30,9188.79,9201,9059.6,9136.2,15735797744
2020-06-29,9113.23,9236.75,9014,9184.45,16460547078
2020-06-28,9002.38,9189,8931.77,9113.24,14560870760
2020-06-27,9155.42,9188.14,8815.01,9002.46,17273093144
2020-06-26,9242.98,9291.73,9027.62,9155.42,18341465837
2020-06-25,9285.94,9335,8979.07,9243.51,18616048626
2020-06-24,9623.56,9663.38,9195,9285.91,18961716076
2020-06-23,9690.67,9724.53,9572.22,9623.56,17006433272
2020-06-22,9286.14,9792,9267.58,9690.74,21104009514
2020-06-21,9355.74,9419.35,9273,9286.14,15324301169
2020-06-20,9300.42,9391.71,9161,9355.74,17130541557
2020-06-19,9376.14,9430,9229,9301.91,19632223107
2020-06-18,9457.51,9482.66,9267.18,9376.14,17770083003
2020-06-17,9526.25,9558.48,9227.03,9457.51,20177709879
2020-06-16,9432.57,9592.04,9381,9526.25,21565537209
2020-06-15,9328.63,9499,8895.01,9432.53,26699704768
2020-06-14,9475,9481,9240,9325,18991732746
2020-06-13,9464.71,9494.45,9346,9475,17564322315
2020-06-12,9268.16,9552.87,9227,9464.17,22610564515
2020-06-11,9894.35,9973.25,9050,9268.16,30247143440
2020-06-10,9779.7,10018.67,9690,9894.04,25706567601
2020-06-09,9781.51,9886,9567.33,9779.41,23717842783
2020-06-08,9750.12,9815,9632.79,9781.51,21486346312
2020-06-07,9670.28,9822,9370,9750.12,25015250846
2020-06-06,9613.42,9735.13,9526.03,9671.7,20438419222
2020-06-05,9791.96,9855,9585.44,9613.21,23509628646
2020-06-04,9668.06,9888,9450,9788.03,25921805072
2020-06-03,9521.53,9695,9385.22,9668.07,25007459262
2020-06-02,10208.96,10237.6,9270,9522.46,39137252109
2020-06-01,9445.83,10428,9417.42,10208.96,35198901068
2020-05-31,9700.32,9705.6,9369.58,9446.57,27773290299
2020-05-30,9423.85,9764,9326.43,9700.33,32722975141
2020-05-29,9580.01,9609.02,9330.01,9423.84,32896642044
2020-05-28,9208.53,9625,9112,9580.19,34367073114
2020-05-27,8844.41,9230,8811.46,9208.53,32740536902
2020-05-26,8900,9016.99,8694.23,8844.42,29584186947
2020-05-25,8715.69,8977,8632.93,8899.31,31288157264
2020-05-24,9181.09,9306.23,8680.7,8715.73,32518803300
2020-05-23,9168.84,9313.83,9090.11,9181.76,27727866812
2020-05-22,9059.32,9267.34,8923.5,9168.84,29810773699
2020-05-21,9509.4,9568,8800,9061.96,39326160532
2020-05-20,9783.57,9836.99,9294.54,9509.41,36546239703
2020-05-19,9728.52,9898,9463.22,9783.76,39254288955
2020-05-18,9677.45,9957.25,9436.97,9728.52,41827139896
2020-05-17,9380.01,9896,9325.81,9676.63,40084250663
2020-05-16,9312.1,9594.99,9215.01,9383.16,36164766408
2020-05-15,9795.34,9849,9120,9312.1,48158802327
2020-05-14,9320.85,9943.93,9257.15,9795.34,56426907637
2020-05-13,8821.41,9420.18,8803.97,9321.26,45558144023
2020-05-12,8572.4,8982.9,8534.85,8821.42,42142717533
2020-05-11,8729.86,9182.66,8185,8572.4,57119858802
2020-05-10,9537.21,9559.98,8106.7,8729.86,63325279337
2020-05-09,9810.01,9920.73,9521,9537.21,46566121841
2020-05-08,10000.37,10049,9730,9810,51780748042
2020-05-07,9155.79,10079,9028.89,10004.77,61112700562
2020-05-06,9028.78,9418,8922.13,9155.79,49371886931
2020-05-05,8887.81,9126.27,8769.69,9028.79,43148462663
2020-05-04,8907.85,8970,8533.98,8883.53,45718796276
2020-05-03,8984.69,9203.52,8731.01,8909.95,47101785174
2020-05-02,8829.42,9025,8762.01,8985.58,40134388683
2020-05-01,8624.68,9075.98,8622.72,8829.42,44068389997
2020-04-30,8794.99,9478.66,8407,8624.28,66964629541
2020-04-29,7757.18,8988,7720,8793.75,60201052203
2020-04-28,7789.77,7794.74,7672,7755.01,33187959921
2020-04-27,7706.4,7810.99,7635.69,7789.77,36162144725
2020-04-26,7547.61,7715,7490,7706.4,33070154491
2020-04-25,7514.99,7720,7437.94,7547.61,32941541447
2020-04-24,7491.5,7612.24,7390,7514.64,34636526286
2020-04-23,7136.81,7775,7031.14,7488.83,43500782316
2020-04-22,6853.67,7167.37,6826,7136.84,33249153866
2020-04-21,6837.22,6959,6776,6853.68,32589741511
2020-04-20,7130.7,7227.11,6748.72,6838.19,37747113936
2020-04-19,7262.04,7275,7063.02,7130.71,31311210215
2020-04-18,7036.45,7308,7021,7261.76,32447188386
2020-04-17,7114.76,7156.66,7000,7037.46,32513423567
2020-04-16,6623.62,7217.27,6456,7112.64,46783242377
2020-04-15,6876.92,6940,6605.89,6624.12,32288311031
2020-04-14,6860.51,6997.38,6771.41,6877.37,34110434052
2020-04-13,6908.12,6908.13,6555,6861.21,38619308647
2020-04-12,6889.78,7200,6787.44,6908.13,35759567632
2020-04-11,6871.83,6955,6775,6889.65,31222085946
2020-04-10,7293.23,7305.91,6750,6871.91,43622840992
2020-04-09,7370.38,7377,7110,7293.24,34815139178
2020-04-08,7200.01,7430,7154.22,7370.11,37563249549
2020-04-07,7341.55,7466,7073,7200.01,44243482668
2020-04-06,6778.64,7373.37,6773.28,7341.56,46896904615
2020-04-05,6874.77,6925,6681,6778.25,29510409856
2020-04-04,6741.99,7025.53,6658.16,6874.77,33185988584
2020-04-03,6804.24,7050,6606.06,6741.99,38976504903
2020-04-02,6666.11,7292.11,6570.92,6804.52,47660646124
2020-04-01,6424.02,6744.99,6160,6666.11,40346426266
2020-03-31,6406.4,6524.79,6333.91,6424.35,32786468812
2020-03-30,5878.98,6631.23,5853,6406.4,37101651525
2020-03-29,6251.45,6279.96,5870.46,5877.21,28373690931
2020-03-28,6372.36,6372.36,6030,6251.82,34885225901
2020-03-27,6760,6880,6260,6372.36,34585598367
2020-03-26,6691.71,6795,6520.13,6758.18,35319797642
2020-03-25,6766,6983.31,6470,6690.96,44590107888
2020-03-24,6493.58,6866.1,6403.16,6766.64,48221910672
2020-03-23,5815.24,6641.03,5678.2,6490.63,46491916000
2020-03-22,6198.64,6420,5738,5818.25,40099664740
2020-03-21,6210.47,6470,5851,6198.78,42494390880
2020-03-20,6183.82,6990,5657,6206.1,54442976103
2020-03-19,5413.88,6441.37,5261.69,6186.26,51000731797
2020-03-18,5331.71,5452.82,5001,5413.64,37878801016
2020-03-17,5039.95,5569.44,4935.6,5331.71,38622642935
2020-03-16,5346.86,5350.3,4432.3,5037.61,45368026430
2020-03-15,5161.16,5985,5085.91,5345.35,33997889639
2020-03-14,5630.93,5669,5050,5165.25,36154506008
2020-03-13,4857.1,5995,3858,5637.6,74156772075
2020-03-12,7938.05,7969.45,4644,4857.1,53980357243
2020-03-11,7894.68,7987.97,7583.27,7938.05,38682762605
2020-03-10,7934.56,8158.25,7733.56,7894.68,42213940994
2020-03-09,8037.73,8187.03,7630,7934.52,46936995808
2020-03-08,8901.36,8901.37,8002.2,8037.76,39973102121
2020-03-07,9158.51,9214.67,8850.47,8901.37,36216930370
2020-03-06,9070.18,9182.08,9000.01,9158.51,40826885651
2020-03-05,8759.99,9174.24,8759.99,9070.17,39698054597
2020-03-04,8757.83,8847,8670.57,8760.66,34746706368
2020-03-03,8919.21,8927.45,8635.31,8757.84,42386715821
2020-03-02,8522.3,8973.45,8487.33,8915,42857674409
2020-03-01,8523.33,8752.34,8400,8522.31,35349164300
2020-02-29,8708.61,8799,8520.67,8525.07,35792392544
2020-02-28,8814.9,8899.94,8428.8,8708.89,44605450443
2020-02-27,8778.3,8972.92,8520,8812.49,45470195695
2020-02-26,9304.99,9375.36,8602,8778.3,50420050762
2020-02-25,9660,9681.56,9230,9305,42515259129
2020-02-24,9965,10030,9474.74,9660,45080496648
2020-02-23,9668.23,10025.66,9667.13,9965.01,41185185761
2020-02-22,9695.66,9722.97,9575.01,9668.23,35838025154
2020-02-21,9610.05,9769.66,9566.98,9695.66,40930547513
2020-02-20,9593.48,9698.1,9393.39,9610.05,44925260237
2020-02-19,10188.04,10315,9280.98,9600.08,46992019710
2020-02-18,9700,10298.25,9610.27,10188.04,47271023953
2020-02-17,9920.52,9969.38,9467,9700,45998298413
2020-02-16,9911.22,10048.34,9612.12,9921,43374780305
2020-02-15,10371.33,10400,9750,9911.22,43865054831
2020-02-14,10236.49,10395.66,10102.5,10371.33,43338264162
2020-02-13,10351.13,10522.51,10083.1,10236.49,49356071373
2020-02-12,10270.01,10483.86,10250,10351.13,43444303830
2020-02-11,9851.78,10400,9706,10270.01,37648059389
2020-02-10,10168.36,10199,9736,9851.78,39386548075
2020-02-09,9905.64,10178.91,9888.76,10168.35,35807884663
2020-02-08,9807.92,9955,9653.47,9905.64,35172043762
2020-02-07,9763.01,9885,9713.99,9808.05,34522718159
2020-02-06,9613.91,9857,9521.47,9763.01,37628823716
2020-02-05,9164.33,9769.7,9150,9613.82,35222060874
2020-02-04,9280.49,9350,9078.05,9164.33,29893183716
2020-02-03,9325.01,9619.95,9220,9280.49,30934096509
2020-02-02,9380.18,9480,9140,9323.5,30835736946
2020-02-01,9334.98,9458.08,9285.01,9380.18,25922656496
2020-01-31,9502.71,9522.5,9195.49,9334.98,29432489719
2020-01-30,9287.9,9574.68,9171.11,9503.08,32378792851
2020-01-29,9391.14,9439.83,9224.75,9288.44,30682598115
2020-01-28,8895.95,9418.91,8880.87,9394.5,34398744403
2020-01-27,8595,8985,8556.6,8895.96,28647338393
2020-01-26,8326.8,8595,8278.68,8595,22177678796
2020-01-25,8427.58,8437.76,8252.73,8326.81,19647331549
2020-01-24,8385.21,8509.99,8216.71,8427.26,24397913026
2020-01-23,8660.38,8665,8278,8385.22,25770680779
2020-01-22,8722.03,8791.76,8565,8660.38,22600204051
2020-01-21,8628.89,8774.31,8465,8722.03,24097418512
2020-01-20,8697.53,8734.84,8504.06,8628.89,26422375678
2020-01-19,8908.95,9194.99,8465,8697.53,34217320471
2020-01-18,8899.42,8980,8800.1,8909.32,32337772627
2020-01-17,8714.77,9013,8665.67,8899.42,36372139320
2020-01-16,8808.81,8850,8580,8714.76,31313981931
2020-01-15,8812.58,8900,8550,8808.81,40102834650
2020-01-14,8105.6,8893.69,8105.23,8815.69,44841784107
2020-01-13,8180.81,8195.81,8041.95,8104.5,22482910688
2020-01-12,8017.47,8185,7963.25,8180.81,22903438381
2020-01-11,8198.09,8290,8000.01,8020,25521165085
2020-01-10,7813.78,8199.77,7671,8198.09,28714583844
2020-01-09,8047.75,8048.67,7744.48,7813.78,24045990466
2020-01-08,8160.01,8469.39,7845,8045.51,31672559265
2020-01-07,7764.63,8216,7723,8158.52,28767291327
2020-01-06,7355.4,7805,7343.17,7764.63,23276261598
2020-01-05,7348.63,7488.87,7312.22,7355.4,19725074095
2020-01-04,7334.45,7398,7263.32,7348.63,18444271275
2020-01-03,6945.02,7401.2,6854.67,7334.45,28111481032
2020-01-02,7174.33,7186.18,6903,6945.02,20802083465
2020-01-01,7165.72,7238.14,7136.05,7174.33,18565664997
2021-12-31,47122.09,48574.7,45650,46211.24,36974172400
2021-12-30,46471.24,47926.15,45938.44,47122.08,26686491018
2021-12-29,47542.2,48149.58,46094.02,46471.24,30049226299
2021-12-28,50720.35,50720.35,47300.23,47543.09,33430376883
2021-12-27,50804.33,52100,50480,50717.77,24324345758
2021-12-26,50428.31,51295.33,49460,50801.79,20964372926
2021-12-25,50852.31,51171.68,50191.84,50428.31,19030650914
2021-12-24,50842.06,51878.6,50445.55,50851.38,24367912228
2021-12-23,48608.61,51397.82,48032.16,50842.2,28223878108
2021-12-22,48914.7,49595,48450,48608.62,24447979559
2021-12-21,46926.07,49339.31,46645.05,48914.7,27055803928
2021-12-20,46687.2,47548.93,45568,46926.07,30961902129
2021-12-19,46857.49,48351.92,46440.11,46687.19,25154053861
2021-12-18,46159.87,47368.73,45515.72,46859.46,26098292690
2021-12-17,47634.2,48000,45469.32,46166.5,32902725329
2021-12-16,48878.83,49459.39,47524.66,47634.22,27268150947
2021-12-15,48359.23,49500,46530,48884.78,36541828520
2021-12-14,46727.89,48686.91,46300,48367.43,34638619079
2021-12-13,50089.64,50218.42,45727.92,46727.89,32166727776
2021-12-12,49424.47,50828.13,48665.43,50089.64,21939223599
2021-12-11,47170.94,49517.18,46786.78,49407.75,25775869261
2021-12-10,47568.43,50148.49,46900,47170.94,30966005122
2021-12-09,50520.94,50844.86,47323.23,47568.43,29603577251
2021-12-08,50625.24,51250,48650.02,50519.68,28479699446
2021-12-07,50529.56,51995,50067.1,50625.48,33676814852
2021-12-06,49484.21,51105,47200,50529.56,37707308001
2021-12-05,49235.26,49783,47827,49484.22,37198201161
2021-12-04,53633.02,53876.09,42333,49241.12,61385677469
2021-12-03,56521.45,57670.68,51640,53638.04,39789134215
2021-12-02,57226.51,57423.69,55845,56521.46,32379968686
2021-12-01,56998.35,59118.84,56465.75,57226.5,36858195307
2021-11-30,57838.06,59249.77,55910.33,56987.97,36708594618
2021-11-29,57318.51,58908.27,56730,57838.06,32370840356
2021-11-28,54759.04,57490,53327,57317.17,28116886357
2021-11-27,53757.67,55316.67,53642.58,54759.05,30560857714
2021-11-26,58994.72,59194,53533,53757.67,41810748221
2021-11-25,57158.58,59445.99,57037.04,58987.27,34284016248
2021-11-24,57562.65,57607.97,55875.01,57162.66,36635566789
2021-11-23,56280.81,57886.03,55377,57566.85,37485803899
2021-11-22,58671.22,59526.51,55641.03,56280.81,35036121783
2021-11-21,59760.76,60070,58509.69,58671.21,26123447605
2021-11-20,58122.15,59900,57423.35,59760.76,30624264863
2021-11-19,56898.46,58412.12,55625,58122.16,38702407772
2021-11-18,60351.51,60977.21,56514.13,56898,41388338699
2021-11-17,60101.56,60824.38,58380,60351.51,39178392930
2021-11-16,63621.05,63624.6,58638,60107.98,46844335592
2021-11-15,65505.03,66339.9,63371,63624.59,30558763548
2021-11-14,64400.01,65525,63596.9,65505.02,25122092191
2021-11-13,64144.42,64990,63394.17,64400.01,30474228777
2021-11-12,64807.73,65477.06,62300,64147.9,36084893887
2021-11-11,64912.2,65600,64133.78,64807.59,35880633236
2021-11-10,66938.76,69000,62800,64912.2,48730828378
2021-11-09,67554.13,68568.85,66261.79,66944.66,42357991721
2021-11-08,63309.12,67792.77,63309.12,67554.84,41125608330
2021-11-07,61539.3,63327.96,61397.86,63309.13,24726754302
2021-11-06,61006.14,61599.25,60125,61539.31,29094934221
2021-11-05,61444.49,62638.59,60777,61006.15,30605102446
2021-11-04,62935.4,63114.14,60728.77,61444.5,32615846901
2021-11-03,63266.5,63568.36,60070,62935.41,36124731509
2021-11-02,60956.4,64300,60672.16,63266.51,37746665647
2021-11-01,61346.17,62500,59500,60949.54,36150572843
2021-10-31,61896.38,62427.02,60001,61343.68,32241199927
2021-10-30,62287.95,62379.2,60725.01,61892.41,32157938616
2021-10-29,60591.63,62974,60188.73,62276.72,36856881767
2021-10-28,58462.73,62477.47,57653.88,60591.65,45257083247
2021-10-27,60333.19,61488,58100,58455.47,43657076893
2021-10-26,63081.96,63290.49,59837.07,60337.62,34878965587
2021-10-25,60847.91,63726.58,60653.5,63083.54,31064911614
2021-10-24,61300.02,61491.96,59522.89,60854.48,27316183882
2021-10-23,60682.88,61750,59650,61300.01,26882546034
2021-10-22,62204.01,63750,60000,60687.64,38434082775
2021-10-21,66021.26,66650.85,62050,62204.02,45908121370
2021-10-20,64303.14,66999,63525,66026.54,40788955582
2021-10-19,62042.4,64500,61333,64303.14,40471196346
2021-10-18,61530.07,62675.19,59887.74,62042.41,38055562075
2021-10-17,60867.05,61744.17,58943.83,61527.11,29032367511
2021-10-16,61690.32,62350,60139.01,60877.42,34250964237
2021-10-15,57359.51,62910,56867.11,61695.39,51780081801
2021-10-14,57367.32,58520.71,56832.32,57359.51,36615791366
2021-10-13,56005.1,57771.33,54236.09,57367.32,41684252783
2021-10-12,57485.97,57674.55,53873.78,56005.1,41083758949
2021-10-11,54683.09,57833.23,54411.54,57487.44,42637331698
2021-10-10,54963.29,56545.24,54112.95,54690.53,39527792364
2021-10-09,53965.18,55500,53675,54962.29,32491211414
2021-10-08,53805.46,56113,53634.41,53963.82,34800873924
2021-10-07,55346.95,55356.85,53379,53797.82,36807860413
2021-10-06,51499.77,55757.11,50416.01,55339.48,49034730168
2021-10-05,49244.13,51906.23,49057.18,51493.99,35873904236
2021-10-04,48233.99,49505,46916.7,49245.54,33383173002
2021-10-03,47663.74,49300,47120.11,48233.99,26638115879
2021-10-02,48165.76,48359.33,47451,47657.69,30614346492
2021-10-01,43828.89,48500,43287.44,48165.76,42850641582
2021-09-30,41519.11,44110.17,41409.67,43824.43,31141681925
2021-09-29,41030.19,42638.99,40750.12,41522.16,30602359905
2021-09-28,42166.31,42780,40897.7,41026.07,30214940550
